|Concept|Class
383|Exponential_function|http://www.w3.org/2002/07/owl#Thing
384|Phi|http://dbpedia.org/ontology/RadioStation
385|Logistic_regression|http://www.w3.org/2002/07/owl#Thing
386|Logit|http://www.w3.org/2002/07/owl#Thing
387|Probit|http://www.w3.org/2002/07/owl#Thing
388|Conditional_probability_distribution|http://dbpedia.org/ontology/Software
389|Linear_function|http://dbpedia.org/ontology/Disease
390|Software_release_life_cycle|http://www.w3.org/2002/07/owl#Thing
391|Software_release_life_cycle|http://dbpedia.org/ontology/Software
392|Software_release_life_cycle|http://dbpedia.org/ontology/Settlement
393|Gaussian_elimination|http://www.w3.org/2002/07/owl#Thing
394|Gradient|http://www.w3.org/2002/07/owl#Thing
395|Chain_rule|http://www.w3.org/2002/07/owl#Thing
396|Outer_product|http://www.w3.org/2002/07/owl#Thing
397|Wicket-keeper|http://dbpedia.org/ontology/Athlete
398|Alan_Edelman|http://www.w3.org/2002/07/owl#Thing
399|Alan_Edelman|http://xmlns.com/foaf/0.1/Person
400|Alan_Edelman|http://dbpedia.org/ontology/Person
401|Alan_Edelman|http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#NaturalPerson
402|Alan_Edelman|http://dbpedia.org/ontology/Animal
403|Alan_Edelman|http://dbpedia.org/ontology/Eukaryote
404|Alan_Edelman|http://dbpedia.org/ontology/Scientist
405|Alan_Edelman|http://dbpedia.org/ontology/Species
406|Alan_Edelman|http://schema.org/Person
407|Computer|http://www.w3.org/2002/07/owl#Thing
408|Computer|http://dbpedia.org/ontology/Device
409|Computer|http://dbpedia.org/ontology/MusicGenre
410|Equation|http://www.w3.org/2002/07/owl#Thing
411|Gilbert_Strang|http://www.w3.org/2002/07/owl#Thing
412|Gilbert_Strang|http://xmlns.com/foaf/0.1/Person
413|Gilbert_Strang|http://dbpedia.org/ontology/Person
414|Gilbert_Strang|http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#NaturalPerson
415|Gilbert_Strang|http://dbpedia.org/ontology/Animal
416|Gilbert_Strang|http://dbpedia.org/ontology/Eukaryote
417|Gilbert_Strang|http://dbpedia.org/ontology/Scientist
418|Gilbert_Strang|http://dbpedia.org/ontology/Species
419|Gilbert_Strang|http://schema.org/Person
420|Matrix_multiplication|http://dbpedia.org/ontology/MilitaryConflict
421|Numerical_analysis|http://www.w3.org/2002/07/owl#Thing
422|Numerical_analysis|http://dbpedia.org/ontology/MusicGenre
423|Shorthand|http://www.w3.org/2002/07/owl#Thing
424|Shorthand|http://dbpedia.org/ontology/Software
425|Shorthand|http://dbpedia.org/ontology/PersonFunction
426|Square_matrix|http://dbpedia.org/ontology/AnatomicalStructure
427|Subtraction|http://www.w3.org/2002/07/owl#Thing
428|Subtraction|http://dbpedia.org/ontology/MilitaryConflict
429|Time|http://www.w3.org/2002/07/owl#Thing
430|Triangular_matrix|http://www.w3.org/2002/07/owl#Thing
431|YouTube|http://www.w3.org/2002/07/owl#Thing
432|YouTube|http://schema.org/CreativeWork
433|YouTube|http://schema.org/WebSite
434|YouTube|http://dbpedia.org/ontology/Work
435|YouTube|http://dbpedia.org/ontology/TelevisionStation
436|YouTube|http://dbpedia.org/ontology/Website
437|Column|http://www.w3.org/2002/07/owl#Thing
438|Column|http://dbpedia.org/ontology/MilitaryUnit
439|Column|http://dbpedia.org/ontology/MusicGenre
440|Combinatorics|http://www.w3.org/2002/07/owl#Thing
441|Combinatorics|http://dbpedia.org/ontology/Organisation
442|Dimension_(vector_space)|http://www.w3.org/2002/07/owl#Thing
443|Engineering|http://www.w3.org/2002/07/owl#Thing
444|Engineering|http://dbpedia.org/ontology/Software
445|Engineering|http://dbpedia.org/ontology/PersonFunction
446|Four-dimensional_space|http://www.w3.org/2002/07/owl#Thing
447|Geometry|http://www.w3.org/2002/07/owl#Thing
448|Geometry|http://dbpedia.org/ontology/Organisation
